Date,Energy Required (MU),Energy Met (MU),Energy +/- (MU),Genco Thermal,Genco Hydel,Genco Total,CGS and Purchases,IPPS (GAS),NCEs & Others,AP Share of TGISTS,Grand Total,Reversible Pump Consumption,Unrestricted Peak Demand (MW),Deficit/Surplus (MW)
19-Nov-2018,173.312,173.312,0.000,55.381,5.904,61.285,22.267,23.160,67.183,-0.583,173.312,0.000,8263,0
20-Nov-2018,175.762,175.762,0.000,53.432,4.687,58.119,16.554,22.828,78.781,-0.520,175.762,0.000,8199,0
21-Nov-2018,169.558,169.558,0.000,51.271,5.945,57.216,18.508,23.245,71.265,-0.676,169.558,0.000,8022,0
22-Nov-2018,159.484,159.484,0.000,46.954,5.661,52.615,11.794,21.454,74.349,-0.728,159.484,0.000,7553,0
23-Nov-2018,160.073,160.073,0.000,53.291,5.641,58.932,22.515,15.333,64.021,-0.728,160.073,0.000,7663,0
24-Nov-2018,161.508,161.508,0.000,54.862,7.162,62.024,25.614,15.038,59.560,-0.728,161.508,0.000,7684,0
25-Nov-2018,158.888,158.888,0.000,54.369,5.845,60.214,22.556,14.997,61.849,-0.728,158.888,0.000,7571,0
26-Nov-2018,160.515,160.515,0.000,52.793,5.723,58.516,19.642,15.268,67.836,-0.747,160.515,0.000,7753,0
27-Nov-2018,161.411,161.411,0.000,53.478,4.706,58.184,17.376,16.398,70.200,-0.747,161.411,0.000,7764,0
28-Nov-2018,164.935,164.935,0.000,56.687,6.045,62.732,17.034,17.633,68.263,-0.727,164.935,0.000,8018,0
29-Nov-2018,167.180,167.180,0.000,58.317,6.949,65.266,24.113,17.991,60.557,-0.747,167.180,0.000,8104,0
30-Nov-2018,168.076,168.076,0.000,58.908,6.350,65.258,25.219,16.092,62.182,-0.675,168.076,0.000,8137,0
01-Dec-2018,165.390,165.390,0.000,54.209,7.967,62.176,26.966,15.522,61.517,-0.791,165.390,0.000,8010,0
02-Dec-2018,161.745,161.745,0.000,56.873,5.952,62.825,23.243,15.062,61.547,-0.932,161.745,0.000,7846,0
03-Dec-2018,163.796,163.796,0.000,52.713,6.316,59.029,23.775,14.678,67.173,-0.859,163.796,0.000,7777,0
04-Dec-2018,160.655,160.655,0.000,55.827,6.387,62.214,24.171,14.714,60.363,-0.807,160.655,0.000,7801,0
05-Dec-2018,159.963,159.963,0.000,60.421,7.053,67.474,29.173,14.410,49.834,-0.928,159.963,0.000,7718,0
06-Dec-2018,163.199,163.199,0.000,59.789,6.736,66.525,25.706,14.403,57.732,-1.167,163.199,0.000,7806,0
07-Dec-2018,163.865,163.865,0.000,57.769,7.435,65.204,26.147,14.418,59.228,-1.132,163.865,0.000,7873,0
08-Dec-2018,164.937,164.937,0.000,57.983,8.592,66.575,21.145,16.215,62.036,-1.034,164.937,0.000,7804,0
09-Dec-2018,163.307,163.307,0.000,58.053,6.348,64.401,25.288,15.663,58.961,-1.006,163.307,0.000,7745,0
10-Dec-2018,164.375,164.375,0.000,60.830,6.646,67.476,24.533,16.242,57.130,-1.006,164.375,0.000,7992,0
11-Dec-2018,166.520,166.520,0.000,65.472,7.033,72.505,23.733,15.869,55.419,-1.006,166.520,0.000,8013,0
12-Dec-2018,167.145,167.145,0.000,68.374,8.852,77.226,16.985,15.982,58.061,-1.109,167.145,0.000,8082,0
13-Dec-2018,168.499,168.499,0.000,63.811,8.639,72.450,20.776,16.829,59.471,-1.027,168.499,0.000,8100,0
14-Dec-2018,164.161,164.161,0.000,63.942,5.299,69.241,14.861,16.321,64.591,-0.853,164.161,0.000,8026,0
15-Dec-2018,159.171,159.171,0.000,61.255,5.619,66.874,8.703,16.217,68.106,-0.729,159.171,0.000,7962,0
16-Dec-2018,148.770,148.770,0.000,53.014,5.289,58.303,16.974,19.990,54.435,-0.932,148.770,0.000,7653,0
17-Dec-2018,125.976,125.976,0.000,47.588,4.101,51.689,3.383,15.562,56.169,-0.827,125.976,0.000,6226,0
18-Dec-2018,139.797,139.797,0.000,50.392,3.791,54.183,11.194,14.784,60.370,-0.734,139.797,0.000,6868,0
19-Dec-2018,147.365,147.365,0.000,55.516,5.337,60.853,21.103,15.718,50.579,-0.888,147.365,0.000,7106,0
20-Dec-2018,151.092,151.092,0.000,52.669,7.015,59.684,20.190,15.507,56.587,-0.876,151.092,0.000,7291,0
21-Dec-2018,152.039,152.039,0.000,55.963,7.038,63.001,19.422,15.169,55.258,-0.811,152.039,0.000,7522,0
22-Dec-2018,153.044,153.044,0.000,54.542,5.352,59.894,17.912,12.925,62.888,-0.575,153.044,0.000,7507,0
23-Dec-2018,151.246,151.246,0.000,53.005,5.224,58.229,14.459,10.696,68.377,-0.515,151.246,0.000,7415,0
24-Dec-2018,156.066,156.066,0.000,56.421,7.655,64.076,17.328,18.066,57.010,-0.414,156.066,0.000,7712,0
25-Dec-2018,157.175,157.175,0.000,55.606,6.570,62.176,20.978,19.200,55.223,-0.402,157.175,0.000,7854,0
26-Dec-2018,160.428,160.428,0.000,57.598,6.317,63.915,17.125,19.754,60.036,-0.402,160.428,0.000,7865,0
27-Dec-2018,162.938,162.938,0.000,58.461,9.338,67.799,19.489,19.889,56.163,-0.402,162.938,0.000,8073,0
28-Dec-2018,161.778,161.778,0.000,56.621,7.536,64.157,20.547,21.062,56.413,-0.401,161.778,0.000,7958,0
29-Dec-2018,162.543,162.543,0.000,52.713,5.034,57.747,19.871,21.928,63.399,-0.402,162.543,0.000,8190,0
30-Dec-2018,155.992,155.992,0.000,52.978,4.744,57.722,16.212,21.416,61.044,-0.402,155.992,0.000,7771,0
31-Dec-2018,158.614,158.614,0.000,52.990,5.537,58.527,22.009,21.772,56.708,-0.402,158.614,0.000,8005,0
01-Jan-2019,152.233,152.233,0.000,51.816,4.647,56.463,19.527,19.185,57.460,-0.402,152.233,0.000,7915,0
02-Jan-2019,155.343,155.343,0.000,49.699,6.351,56.050,20.812,18.658,60.197,-0.374,155.343,0.000,7800,0
03-Jan-2019,157.659,157.659,0.000,45.726,7.097,52.823,26.186,19.469,59.528,-0.347,157.659,0.000,7925,0
04-Jan-2019,159.317,159.317,0.000,41.330,7.157,48.487,25.714,19.430,66.097,-0.411,159.317,0.000,8197,0
05-Jan-2019,159.691,159.691,0.000,42.972,6.564,49.536,27.127,19.653,63.759,-0.384,159.691,0.000,7981,0
06-Jan-2019,155.840,155.840,0.000,40.165,6.604,46.769,24.149,18.262,67.043,-0.383,155.840,0.000,7844,0
07-Jan-2019,157.784,157.784,0.000,43.549,7.845,51.394,28.103,17.347,61.342,-0.402,157.784,0.000,8016,0
08-Jan-2019,159.756,159.756,0.000,43.667,7.984,51.651,32.565,10.304,65.638,-0.402,159.756,0.000,8059,0
09-Jan-2019,158.347,158.347,0.000,42.694,8.317,51.011,31.191,10.349,66.198,-0.402,158.347,0.000,8000,0
10-Jan-2019,159.229,159.229,0.000,40.249,6.310,46.559,27.289,10.757,75.026,-0.402,159.229,0.000,8001,0
11-Jan-2019,161.829,161.829,0.000,53.256,8.515,61.771,25.052,10.722,64.686,-0.402,161.829,0.000,8218,0
12-Jan-2019,159.272,159.272,0.000,54.622,7.823,62.445,22.969,10.089,64.171,-0.402,159.272,0.000,8218,0
13-Jan-2019,159.590,159.590,0.000,51.481,6.254,57.735,25.460,10.379,66.408,-0.392,159.590,0.000,8082,0
14-Jan-2019,155.815,155.815,0.000,58.014,5.729,63.743,18.076,10.231,64.167,-0.402,155.815,0.000,8069,0
15-Jan-2019,148.881,148.881,0.000,55.496,6.452,61.948,21.019,10.027,56.289,-0.402,148.881,0.000,7825,0
16-Jan-2019,145.451,145.451,0.000,52.662,5.369,58.031,18.600,9.867,59.355,-0.402,145.451,0.000,7746,0
17-Jan-2019,154.302,154.302,0.000,53.588,5.873,59.461,24.359,9.871,61.013,-0.402,154.302,0.000,7851,0
18-Jan-2019,159.514,159.514,0.000,51.645,7.818,59.463,24.945,9.223,66.285,-0.402,159.514,0.000,8087,0
19-Jan-2019,161.293,161.293,0.000,52.293,7.494,59.787,25.336,9.273,67.299,-0.402,161.293,0.000,8221,0
20-Jan-2019,159.316,159.316,0.000,50.643,7.183,57.826,24.466,9.295,68.131,-0.402,159.316,0.000,8120,0
21-Jan-2019,161.219,161.219,0.000,50.734,8.110,58.844,23.217,9.399,70.161,-0.402,161.219,0.000,8121,0
22-Jan-2019,163.235,163.235,0.000,58.041,8.321,66.362,21.920,9.621,65.724,-0.392,163.235,0.000,8210,0
23-Jan-2019,164.030,164.030,0.000,60.400,9.209,69.609,23.849,9.359,61.605,-0.392,164.030,0.000,8246,0
24-Jan-2019,165.005,165.005,0.000,61.096,8.160,69.256,20.613,9.595,65.943,-0.402,165.005,0.000,8369,0
25-Jan-2019,167.177,167.177,0.000,60.723,8.542,69.265,22.940,10.104,65.270,-0.402,167.177,0.000,8461,0
26-Jan-2019,165.945,165.945,0.000,60.574,8.454,69.028,28.439,9.991,58.890,-0.403,165.945,0.000,8180,0
27-Jan-2019,160.626,160.626,0.000,55.715,7.997,63.712,29.268,9.965,58.084,-0.403,160.626,0.000,8068,0
28-Jan-2019,146.782,146.782,0.000,48.258,7.105,55.363,24.247,10.008,57.567,-0.403,146.782,0.000,7134,0
29-Jan-2019,144.809,144.809,0.000,50.536,7.114,57.650,18.286,10.192,59.084,-0.403,144.809,0.000,6934,0
30-Jan-2019,147.951,147.951,0.000,55.291,7.011,62.302,15.970,10.399,59.683,-0.403,147.951,0.000,7168,0
31-Jan-2019,151.360,151.360,0.000,53.092,7.738,60.830,17.623,7.146,66.164,-0.403,151.360,0.000,7415,0
01-Feb-2019,154.770,154.770,0.000,52.391,9.949,62.340,23.011,9.945,59.877,-0.403,154.770,0.000,7546,0
02-Feb-2019,156.924,156.924,0.000,47.591,8.684,56.275,26.937,9.585,64.530,-0.403,156.924,0.000,7845,0
03-Feb-2019,156.769,156.769,0.000,43.470,7.803,51.273,29.684,9.707,66.508,-0.403,156.769,0.000,7645,0
04-Feb-2019,157.661,157.661,0.000,38.762,8.283,47.045,22.165,10.244,78.610,-0.403,157.661,0.000,7770,0
05-Feb-2019,161.770,161.770,0.000,38.863,7.524,46.387,27.831,9.962,77.993,-0.403,161.770,0.000,8071,0
06-Feb-2019,160.634,160.634,0.000,54.852,6.237,61.089,18.866,9.930,71.152,-0.403,160.634,0.000,8109,0
07-Feb-2019,164.332,164.332,0.000,58.659,8.714,67.373,19.565,9.918,67.879,-0.403,164.332,0.000,8110,0
08-Feb-2019,168.349,168.349,0.000,58.180,9.157,67.337,29.281,9.848,62.286,-0.403,168.349,0.000,8300,0
09-Feb-2019,167.531,167.531,0.000,59.357,8.438,67.795,30.021,9.724,60.384,-0.393,167.531,0.000,8250,0
10-Feb-2019,163.197,163.197,0.000,49.169,7.759,56.928,24.269,9.159,73.234,-0.393,163.197,0.000,7900,0
11-Feb-2019,166.168,166.168,0.000,48.552,7.600,56.152,19.308,8.340,82.472,-0.104,166.168,0.000,7997,0
12-Feb-2019,167.773,167.773,0.000,48.174,8.244,56.418,18.277,8.585,84.886,-0.393,167.773,0.000,8133,0
13-Feb-2019,169.679,169.679,0.000,53.308,8.060,61.368,27.103,9.760,71.841,-0.393,169.679,0.000,8158,0
14-Feb-2019,170.190,170.190,0.000,59.673,7.668,67.341,20.910,9.585,72.747,-0.393,170.190,0.000,8216,0
15-Feb-2019,170.306,170.306,0.000,62.741,8.828,71.569,24.207,9.641,65.282,-0.393,170.306,0.000,8310,0
16-Feb-2019,172.512,172.512,0.000,60.286,8.540,68.826,31.635,9.655,62.789,-0.393,172.512,0.000,8424,0
17-Feb-2019,177.645,177.645,0.000,65.317,6.595,71.912,24.305,9.332,72.489,-0.393,177.645,0.000,8364,0
18-Feb-2019,185.066,185.066,0.000,71.724,8.664,80.388,30.583,8.933,65.546,-0.384,185.066,0.000,8556,0
19-Feb-2019,189.135,189.135,0.000,72.048,7.153,79.201,32.404,9.144,68.770,-0.384,189.135,0.000,8705,0
20-Feb-2019,187.440,187.440,0.000,64.361,6.246,70.607,26.333,9.437,81.447,-0.384,187.440,0.000,8683,0
21-Feb-2019,188.122,188.122,0.000,59.858,8.267,68.125,32.231,9.732,78.427,-0.393,188.122,0.000,8769,0
22-Feb-2019,186.760,186.760,0.000,56.598,7.026,63.624,29.543,9.964,84.022,-0.393,186.760,0.000,8610,0
23-Feb-2019,186.314,186.314,0.000,55.108,8.400,63.508,32.906,9.956,80.328,-0.384,186.314,0.000,8468,0
24-Feb-2019,185.359,185.359,0.000,55.418,7.550,62.968,35.363,9.863,77.549,-0.384,185.359,0.000,8588,0
25-Feb-2019,187.438,187.438,0.000,53.965,8.290,62.255,37.244,9.814,78.509,-0.384,187.438,0.000,8780,0
26-Feb-2019,187.523,187.523,0.000,54.944,9.023,63.967,34.149,9.708,80.083,-0.384,187.523,0.000,8877,0
27-Feb-2019,191.060,191.060,0.000,55.514,9.224,64.738,40.560,9.785,76.370,-0.393,191.060,0.000,8969,0
28-Feb-2019,190.384,190.384,0.000,49.940,10.459,60.399,35.440,9.882,85.056,-0.393,190.384,0.000,8690,0
01-Mar-2019,185.544,185.544,0.000,52.739,9.006,61.745,40.985,10.020,73.187,-0.393,185.544,0.000,8678,0
02-Mar-2019,185.557,185.557,0.000,59.590,7.085,66.675,27.608,9.700,81.967,-0.393,185.557,0.000,8468,0
03-Mar-2019,184.053,184.053,0.000,73.930,8.592,82.522,27.850,9.831,64.243,-0.393,184.053,0.000,8355,0
04-Mar-2019,185.963,185.963,0.000,76.135,8.440,84.575,32.631,9.156,59.994,-0.393,185.963,0.000,8640,0
05-Mar-2019,187.764,187.764,0.000,73.632,6.393,80.025,28.981,8.850,70.292,-0.384,187.764,0.000,8666,0
06-Mar-2019,191.198,191.198,0.000,70.707,7.486,78.193,35.945,8.783,68.661,-0.384,191.198,0.000,8884,0
07-Mar-2019,196.395,196.395,0.000,74.643,8.329,82.972,32.832,8.550,72.425,-0.384,196.395,0.000,8870,0
08-Mar-2019,195.393,195.393,0.000,79.958,8.289,88.247,34.845,9.167,63.518,-0.384,195.393,0.000,8855,0
09-Mar-2019,194.728,194.728,0.000,77.851,8.519,86.370,33.482,9.000,66.260,-0.384,194.728,0.000,8832,0
10-Mar-2019,192.685,192.685,0.000,80.191,7.026,87.217,29.782,8.766,67.304,-0.384,192.685,0.000,8861,0
11-Mar-2019,193.608,193.608,0.000,74.447,6.959,81.406,27.595,8.569,76.422,-0.384,193.608,0.000,8838,0
12-Mar-2019,194.598,194.598,0.000,75.177,6.899,82.076,28.897,8.531,75.478,-0.384,194.598,0.000,8910,0
13-Mar-2019,194.673,194.673,0.000,76.143,7.079,83.222,23.106,18.949,69.780,-0.384,194.673,0.000,8880,0
14-Mar-2019,192.334,192.334,0.000,74.621,6.042,80.663,19.253,19.998,72.804,-0.384,192.334,0.000,8724,0
15-Mar-2019,193.760,193.760,0.000,72.085,6.068,78.153,21.771,18.159,76.061,-0.384,193.760,0.000,8714,0
16-Mar-2019,192.213,192.213,0.000,67.741,7.874,75.615,15.484,17.633,83.865,-0.384,192.213,0.000,8635,0
17-Mar-2019,188.127,188.127,0.000,65.621,8.950,74.571,23.105,18.173,72.662,-0.384,188.127,0.000,8465,0
18-Mar-2019,188.381,188.381,0.000,70.509,7.494,78.003,22.346,20.160,68.256,-0.384,188.381,0.000,8665,0
19-Mar-2019,192.274,192.274,0.000,71.986,8.495,80.481,24.104,20.108,67.965,-0.384,192.274,0.000,8825,0
20-Mar-2019,194.082,194.082,0.000,73.724,8.018,81.742,28.548,19.445,64.731,-0.384,194.082,0.000,8879,0
21-Mar-2019,189.578,189.578,0.000,72.932,7.075,80.007,26.071,18.629,65.255,-0.384,189.578,0.000,8518,0
22-Mar-2019,193.001,193.001,0.000,75.279,8.242,83.521,29.560,19.985,60.319,-0.384,193.001,0.000,8984,0
23-Mar-2019,195.789,195.789,0.000,76.303,8.621,84.924,29.323,20.727,61.199,-0.384,195.789,0.000,8877,0
24-Mar-2019,192.445,192.445,0.000,69.470,8.438,77.908,31.599,19.876,63.436,-0.374,192.445,0.000,8725,0
25-Mar-2019,194.639,194.639,0.000,70.925,8.335,79.260,28.389,19.286,68.088,-0.384,194.639,0.000,8840,0
26-Mar-2019,193.883,193.883,0.000,73.121,7.684,80.805,27.409,20.091,65.961,-0.383,193.883,0.000,8885,0
27-Mar-2019,194.892,194.892,0.000,74.100,7.565,81.665,30.755,20.383,62.462,-0.373,194.892,0.000,8925,0
28-Mar-2019,195.927,195.927,0.000,75.706,9.134,84.840,31.870,20.523,59.067,-0.373,195.927,0.000,8977,0
29-Mar-2019,196.710,196.710,0.000,79.247,8.664,87.911,30.043,20.108,59.021,-0.373,196.710,0.000,8966,0
30-Mar-2019,197.702,197.702,0.000,82.488,6.824,89.312,28.123,20.040,60.600,-0.373,197.702,0.000,8961,0
31-Mar-2019,194.284,194.284,0.000,75.352,7.008,82.360,29.954,18.979,63.364,-0.373,194.284,0.000,8695,0
01-Apr-2019,191.807,191.807,0.000,81.244,7.277,88.521,32.464,20.494,50.701,-0.373,191.807,0.000,8839,0
02-Apr-2019,192.385,192.385,0.000,81.712,7.804,89.516,34.240,20.604,48.398,-0.373,192.385,0.000,8907,0
03-Apr-2019,192.793,192.793,0.000,80.235,6.731,86.966,31.076,19.593,55.524,-0.366,192.793,0.000,8833,0
04-Apr-2019,192.489,192.489,0.000,81.326,6.496,87.822,28.221,19.443,57.330,-0.327,192.489,0.000,8717,0
05-Apr-2019,193.745,193.745,0.000,81.513,6.397,87.910,32.185,19.547,54.457,-0.354,193.745,0.000,8862,0
06-Apr-2019,183.925,183.925,0.000,81.067,5.032,86.099,31.584,17.838,48.739,-0.335,183.925,0.000,8609,0
07-Apr-2019,178.697,178.697,0.000,77.692,5.391,83.083,30.457,18.116,47.323,-0.282,178.697,0.000,8296,0
08-Apr-2019,187.222,187.222,0.000,78.419,8.694,87.113,27.123,18.462,54.888,-0.364,187.222,0.000,8760,0
09-Apr-2019,189.745,189.745,0.000,75.790,12.023,87.813,27.671,18.314,56.291,-0.344,189.745,0.000,8834,0
10-Apr-2019,191.181,191.181,0.000,77.422,10.547,87.969,26.070,19.128,58.358,-0.344,191.181,0.000,8943,0
11-Apr-2019,170.755,170.755,0.000,68.732,8.567,77.299,20.552,17.984,55.284,-0.364,170.755,0.000,8552,0
12-Apr-2019,188.739,188.739,0.000,77.115,8.756,85.871,31.517,19.174,52.541,-0.364,188.739,0.000,8918,0
13-Apr-2019,187.490,187.490,0.000,67.851,10.336,78.187,31.989,18.660,58.950,-0.296,187.490,0.000,8946,0
14-Apr-2019,189.833,189.833,0.000,65.482,9.051,74.533,37.709,18.813,59.087,-0.309,189.833,0.000,8572,0
15-Apr-2019,188.557,188.557,0.000,69.528,5.440,74.968,33.160,18.495,62.269,-0.335,188.557,0.000,8685,0
16-Apr-2019,190.802,190.802,0.000,74.514,6.538,81.052,34.215,14.648,61.245,-0.358,190.802,0.000,8920,0
17-Apr-2019,190.982,190.982,0.000,77.122,6.405,83.527,36.409,14.464,56.946,-0.364,190.982,0.000,8999,0
18-Apr-2019,192.063,192.063,0.000,81.167,5.548,86.715,30.672,14.449,60.591,-0.364,192.063,0.000,9130,0
19-Apr-2019,189.975,189.975,0.000,74.880,6.057,80.937,29.877,14.492,65.019,-0.350,189.975,0.000,8945,0
20-Apr-2019,184.568,184.568,0.000,72.585,6.689,79.274,28.391,14.489,62.730,-0.316,184.568,0.000,9023,0
21-Apr-2019,175.289,175.289,0.000,68.615,5.925,74.540,28.114,14.572,58.407,-0.344,175.289,0.000,8227,0
22-Apr-2019,175.477,175.477,0.000,68.968,5.576,74.544,26.914,14.686,59.677,-0.344,175.477,0.000,8354,0
23-Apr-2019,174.617,174.617,0.000,65.214,5.744,70.958,26.990,15.074,61.949,-0.354,174.617,0.000,8496,0
24-Apr-2019,183.786,183.786,0.000,68.931,5.716,74.647,30.001,15.457,64.054,-0.373,183.786,0.000,8616,0
25-Apr-2019,184.567,184.567,0.000,68.406,6.416,74.822,27.616,15.801,66.701,-0.373,184.567,0.000,8724,0
26-Apr-2019,187.176,187.176,0.000,71.503,7.178,78.681,30.913,19.384,58.571,-0.373,187.176,0.000,8878,0
27-Apr-2019,189.016,189.016,0.000,73.433,7.090,80.523,29.193,18.613,61.042,-0.355,189.016,0.000,8997,0
28-Apr-2019,187.611,187.611,0.000,75.786,5.438,81.224,33.237,16.466,57.040,-0.356,187.611,0.000,8801,0
29-Apr-2019,189.720,189.720,0.000,78.557,5.570,84.127,31.877,16.168,57.901,-0.353,189.720,0.000,9160,0
30-Apr-2019,189.570,189.570,0.000,70.522,4.820,75.342,28.694,15.448,70.451,-0.365,189.570,0.000,9001,0
01-May-2019,171.423,171.423,0.000,69.376,4.500,73.876,19.777,15.904,62.142,-0.276,171.423,0.000,8070,0
02-May-2019,167.992,167.992,0.000,68.635,6.183,74.818,10.862,15.094,67.521,-0.303,167.992,0.000,7700,0
03-May-2019,177.042,177.042,0.000,73.013,5.345,78.358,16.345,15.223,67.471,-0.355,177.042,0.000,8322,0
04-May-2019,184.484,184.484,0.000,77.612,5.420,83.032,25.532,15.176,61.089,-0.345,184.484,0.000,8986,0
05-May-2019,186.812,186.812,0.000,80.683,4.793,85.476,31.131,16.018,54.532,-0.345,186.812,0.000,8902,0
06-May-2019,193.651,193.651,0.000,85.305,5.976,91.281,32.938,16.118,53.660,-0.346,193.651,0.000,9306,0
07-May-2019,192.368,192.368,0.000,78.115,4.231,82.346,24.257,15.169,70.934,-0.338,192.368,0.000,9474,0
08-May-2019,192.608,192.608,0.000,75.452,5.808,81.260,20.475,16.184,75.054,-0.365,192.608,0.000,9382,0
09-May-2019,196.692,196.692,0.000,79.806,6.569,86.375,17.915,16.377,76.368,-0.343,196.692,0.000,9601,0
10-May-2019,199.929,199.929,0.000,89.459,7.368,96.827,22.808,17.062,63.559,-0.327,199.929,0.000,8602,0
11-May-2019,194.092,194.092,0.000,83.577,5.160,88.737,25.907,16.436,63.348,-0.336,194.092,0.000,9854,0
12-May-2019,191.855,191.855,0.000,84.389,6.828,91.217,30.505,16.835,53.634,-0.336,191.855,0.000,9396,0
13-May-2019,188.615,188.615,0.000,78.638,6.251,84.889,22.078,18.210,63.774,-0.336,188.615,0.000,9012,0
14-May-2019,191.469,191.469,0.000,84.222,7.321,91.543,20.153,17.477,62.632,-0.336,191.469,0.000,9459,0
15-May-2019,191.560,191.560,0.000,85.210,7.565,92.775,23.726,18.134,57.261,-0.336,191.560,0.000,9351,0
16-May-2019,193.124,193.124,0.000,89.288,8.031,97.319,25.093,17.637,53.430,-0.355,193.124,0.000,9432,0
17-May-2019,192.066,192.066,0.000,85.433,7.158,92.591,25.566,17.757,56.488,-0.336,192.066,0.000,9272,0
18-May-2019,194.671,194.671,0.000,81.303,8.455,89.758,35.334,18.340,51.585,-0.346,194.671,0.000,9678,0
19-May-2019,193.280,193.280,0.000,78.900,6.870,85.770,34.930,18.200,54.730,-0.350,193.280,0.000,9500,0
20-May-2019,188.988,188.988,0.000,80.132,7.355,87.487,32.744,18.135,50.977,-0.355,188.988,0.000,9485,0
21-May-2019,196.754,196.754,0.000,86.770,5.756,92.526,32.439,17.645,54.509,-0.365,196.754,0.000,9550,0
22-May-2019,198.156,198.156,0.000,87.214,4.642,91.856,29.063,17.632,59.959,-0.354,198.156,0.000,9688,0
23-May-2019,197.992,197.992,0.000,83.096,5.007,88.103,29.996,15.311,64.868,-0.286,197.992,0.000,9550,0
24-May-2019,195.688,195.688,0.000,77.943,5.770,83.713,41.029,10.260,60.686,0.000,195.688,0.000,9675,0
25-May-2019,197.035,197.035,0.000,76.094,5.638,81.732,33.245,9.412,72.730,-0.084,197.035,0.000,9605,0
26-May-2019,195.761,195.761,0.000,72.408,5.721,78.129,23.282,13.491,81.174,-0.315,195.761,0.000,9508,0
27-May-2019,193.437,193.437,0.000,76.115,6.378,82.493,27.714,15.872,67.712,-0.354,193.437,0.000,9725,0
28-May-2019,197.121,197.121,0.000,77.070,6.002,83.072,26.418,14.680,73.273,-0.322,197.121,0.000,9700,0
29-May-2019,192.191,192.191,0.000,74.708,5.663,80.371,21.886,14.572,75.697,-0.335,192.191,0.000,9622,0
30-May-2019,178.580,178.580,0.000,74.738,5.839,80.577,17.867,14.432,66.058,-0.354,178.580,0.000,9026,0
31-May-2019,192.039,192.039,0.000,69.512,5.314,74.826,32.164,14.526,70.877,-0.354,192.039,0.000,9500,0
01-Jun-2019,190.971,190.971,0.000,70.328,5.758,76.086,25.326,13.873,76.050,-0.364,190.971,0.000,9394,0
02-Jun-2019,189.490,189.490,0.000,69.970,6.135,76.105,27.816,14.986,70.937,-0.354,189.490,0.000,9382,0
03-Jun-2019,172.045,172.045,0.000,69.292,5.512,74.804,19.962,14.587,63.046,-0.354,172.045,0.000,7900,0
04-Jun-2019,178.962,178.962,0.000,75.932,6.878,82.810,21.996,17.439,57.090,-0.373,178.962,0.000,8907,0
05-Jun-2019,188.676,188.676,0.000,83.625,6.367,89.992,21.658,18.062,59.328,-0.364,188.676,0.000,9350,0
06-Jun-2019,181.808,181.808,0.000,80.139,6.770,86.909,21.765,18.244,55.254,-0.364,181.808,0.000,8754,0
07-Jun-2019,183.849,183.849,0.000,80.195,6.903,87.098,26.370,17.676,53.050,-0.345,183.849,0.000,9108,0
08-Jun-2019,184.524,184.524,0.000,79.334,5.364,84.698,27.952,17.960,54.278,-0.364,184.524,0.000,9079,0
09-Jun-2019,186.498,186.498,0.000,80.375,4.379,84.754,25.566,17.860,58.672,-0.354,186.498,0.000,9355,0
10-Jun-2019,177.946,177.946,0.000,74.173,5.662,79.835,15.923,17.048,65.504,-0.364,177.946,0.000,8459,0
11-Jun-2019,186.989,186.989,0.000,74.734,5.165,79.899,12.745,16.560,78.139,-0.354,186.989,0.000,9050,0
12-Jun-2019,191.492,191.492,0.000,76.127,5.751,81.878,20.823,15.814,73.327,-0.350,191.492,0.000,9278,0
13-Jun-2019,193.991,193.991,0.000,76.531,5.789,82.320,20.851,17.423,73.742,-0.345,193.991,0.000,9499,0
14-Jun-2019,194.219,194.219,0.000,75.045,6.731,81.776,13.501,16.663,82.623,-0.344,194.219,0.000,9193,0
15-Jun-2019,198.287,198.287,0.000,70.424,5.077,75.501,14.273,17.018,91.840,-0.345,198.287,0.000,9575,0
16-Jun-2019,193.822,193.822,0.000,72.799,5.275,78.074,9.954,18.562,87.576,-0.344,193.822,0.000,9435,0
17-Jun-2019,188.742,188.742,0.000,68.713,5.183,73.896,0.000,17.110,103.874,-6.138,188.742,0.000,9100,0
18-Jun-2019,191.161,191.161,0.000,72.465,7.281,79.746,0.205,19.084,92.452,-0.326,191.161,0.000,9729,0
19-Jun-2019,198.185,198.185,0.000,73.093,5.754,78.847,3.408,19.210,97.065,-0.345,198.185,0.000,10170,0
20-Jun-2019,190.213,190.213,0.000,71.888,5.582,77.470,0.000,17.877,95.964,-1.098,190.213,0.000,9598,0
21-Jun-2019,182.614,182.614,0.000,77.635,6.836,84.471,10.039,19.004,69.369,-0.269,182.614,0.000,9169,0
22-Jun-2019,178.171,178.171,0.000,70.564,6.363,76.927,2.475,19.058,79.989,-0.278,178.171,0.000,8778,0
23-Jun-2019,166.255,166.255,0.000,70.716,5.017,75.733,1.582,17.746,71.558,-0.364,166.255,0.000,8077,0
24-Jun-2019,172.490,172.490,0.000,70.657,7.160,77.817,16.383,18.911,59.723,-0.344,172.490,0.000,8450,0
25-Jun-2019,173.785,173.785,0.000,63.140,5.628,68.768,10.533,18.395,76.446,-0.357,173.785,0.000,8521,0
26-Jun-2019,173.995,173.995,0.000,70.894,5.517,76.411,0.000,17.714,80.186,-0.316,173.995,0.000,8246,0
27-Jun-2019,173.375,173.375,0.000,69.827,5.914,75.741,0.000,17.714,87.536,-7.616,173.375,0.000,8121,0
