Date,Energy Required (MU),Energy Met (MU),Energy +/- (MU),Genco Thermal,Genco Hydel,Genco Total,CGS and Purchases,IPPS (GAS),NCEs & Others,AP Share of TGISTS,Grand Total,Reversible Pump Consumption,Unrestricted Peak Demand (MW),Deficit/Surplus (MW)
30-Jun-2016,115.705,115.705,0.000,42.227,1.826,44.053,52.801,13.670,22.198,-17.017,115.705,0.000,5518,0
01-Jul-2016,121.444,121.444,0.000,42.203,3.097,45.300,54.231,20.316,23.885,-22.288,121.444,0.000,5581,0
02-Jul-2016,125.991,125.991,0.000,43.218,4.080,47.298,54.897,20.383,24.100,-20.687,125.991,0.000,6018,0
03-Jul-2016,128.815,128.815,0.000,44.048,2.726,46.774,57.884,20.382,22.947,-19.172,128.815,0.000,6078,0
04-Jul-2016,137.819,137.819,0.000,42.447,3.860,46.307,66.560,25.541,19.151,-19.740,137.819,0.000,6463,0
05-Jul-2016,138.138,138.138,0.000,45.030,3.070,48.100,63.628,25.706,20.146,-19.442,138.138,0.000,6394,0
06-Jul-2016,140.716,140.716,0.000,46.017,2.856,48.873,69.046,22.843,18.016,-18.062,140.716,0.000,6275,0
07-Jul-2016,139.583,139.583,0.000,44.442,3.675,48.117,63.945,23.108,22.156,-17.743,139.583,0.000,6429,0
08-Jul-2016,136.379,136.379,0.000,50.005,2.227,52.232,52.380,24.223,25.013,-17.469,136.379,0.000,6133,0
09-Jul-2016,131.531,131.531,0.000,44.780,2.310,47.090,58.718,23.465,21.566,-19.308,131.531,0.000,6038,0
10-Jul-2016,132.231,132.231,0.000,44.622,2.290,46.912,51.080,24.254,25.752,-15.767,132.231,0.000,5982,0
11-Jul-2016,134.668,134.668,0.000,45.745,3.338,49.083,51.341,22.892,28.168,-16.816,134.668,0.000,6385,0
12-Jul-2016,144.370,144.370,0.000,47.306,3.112,50.418,61.279,25.421,25.788,-18.536,144.370,0.000,6871,0
13-Jul-2016,150.125,150.125,0.000,54.711,2.577,57.288,68.598,20.132,22.262,-18.155,150.125,0.000,6916,0
14-Jul-2016,155.026,155.026,0.000,60.761,5.899,66.660,61.044,30.758,13.995,-17.431,155.026,0.000,6945,0
15-Jul-2016,157.913,157.913,0.000,63.635,3.937,67.572,77.648,19.754,10.901,-17.962,157.913,0.000,7175,0
18-Jul-2016,142.752,142.752,0.000,56.516,2.197,58.713,68.650,20.173,12.894,-17.678,142.752,0.000,6342,0
19-Jul-2016,138.449,138.449,0.000,56.513,3.221,59.734,63.638,18.642,14.794,-18.359,138.449,0.000,6106,0
20-Jul-2016,136.395,136.395,0.000,64.080,4.034,68.114,56.176,14.436,15.870,-18.201,136.395,0.000,6176,0
21-Jul-2016,137.895,137.895,0.000,58.137,2.011,60.148,57.930,19.814,18.806,-18.803,137.895,0.000,6159,0
23-Jul-2016,139.817,139.817,0.000,53.629,3.450,57.079,54.810,27.003,18.123,-17.198,139.817,0.000,6013,0
24-Jul-2016,134.061,134.061,0.000,52.539,4.677,57.216,57.287,25.504,11.889,-17.835,134.061,0.000,6025,0
26-Jul-2016,132.938,132.938,0.000,54.837,3.264,58.101,57.959,18.382,17.493,-18.997,132.938,0.000,6060,0
27-Jul-2016,129.318,129.318,0.000,54.541,4.968,59.509,57.945,17.013,16.336,-21.485,129.318,0.000,6003,0
28-Jul-2016,129.281,129.281,0.000,53.409,4.180,57.589,62.397,23.043,4.776,-18.524,129.281,0.000,6150,0
29-Jul-2016,129.309,129.309,0.000,52.422,2.806,55.228,66.158,16.640,11.935,-20.652,129.309,0.000,6036,0
31-Jul-2016,123.812,123.812,0.000,50.381,2.476,52.857,52.344,16.361,21.588,-19.338,123.812,0.000,5700,0
02-Aug-2016,124.048,124.048,0.000,44.796,5.735,50.531,47.429,24.637,25.538,-24.087,124.048,0.000,5709,0
03-Aug-2016,127.988,127.988,0.000,40.148,8.735,48.883,48.192,25.520,28.706,-23.313,127.988,0.000,5656,0
04-Aug-2016,130.603,130.603,0.000,41.627,8.777,50.404,50.587,25.634,26.441,-22.463,130.603,0.000,5752,0
05-Aug-2016,136.286,136.286,0.000,42.341,11.643,53.984,57.361,24.873,26.730,-26.662,136.286,0.000,6145,0
06-Aug-2016,141.457,141.457,0.000,41.512,8.616,50.128,70.740,24.568,27.893,-31.872,141.457,0.000,6400,0
09-Aug-2016,157.995,157.995,0.000,54.674,11.830,66.504,60.570,27.478,23.185,-19.742,157.995,0.000,7284,0
10-Aug-2016,160.522,160.522,0.000,58.494,10.561,69.055,63.278,28.934,20.788,-21.533,160.522,0.000,7385,0
11-Aug-2016,165.400,165.400,0.000,53.379,20.995,74.374,60.729,19.846,28.855,-18.404,165.400,0.000,7576,0
13-Aug-2016,166.285,166.285,0.000,53.499,21.627,75.126,61.723,26.758,21.791,-19.113,166.285,0.000,7477,0
14-Aug-2016,163.685,163.685,0.000,53.373,19.853,73.226,66.410,18.030,27.713,-21.694,163.685,0.000,7288,0
15-Aug-2016,161.569,161.569,0.000,56.865,12.485,69.350,81.476,9.257,25.054,-23.568,161.569,0.000,7125,0
16-Aug-2016,160.462,160.462,0.000,56.467,15.357,71.824,78.966,9.304,26.534,-26.166,160.462,0.000,7331,0
17-Aug-2016,162.007,162.007,0.000,57.843,15.927,73.770,61.952,18.159,37.718,-29.592,162.007,0.000,7353,0
18-Aug-2016,169.252,169.252,0.000,61.750,16.978,78.728,65.888,19.116,36.205,-30.685,169.252,0.000,7512,0
19-Aug-2016,175.844,175.844,0.000,68.782,18.399,87.181,61.923,20.160,33.699,-27.119,175.844,0.000,7540,0
20-Aug-2016,176.125,176.125,0.000,68.281,16.706,84.987,77.772,21.358,17.282,-25.274,176.125,0.000,7837,0
21-Aug-2016,174.114,174.114,0.000,69.681,15.007,84.688,76.175,20.683,14.823,-22.255,174.114,0.000,7767,0
22-Aug-2016,177.515,177.515,0.000,71.240,16.895,88.135,75.658,20.290,17.170,-23.738,177.515,0.000,7885,0
23-Aug-2016,178.146,178.146,0.000,70.341,17.307,87.648,78.335,18.108,17.140,-23.085,178.146,0.000,7965,0
24-Aug-2016,173.692,173.692,0.000,68.536,9.843,78.379,92.398,7.298,19.579,-23.962,173.692,0.000,7633,0
25-Aug-2016,167.457,167.457,0.000,67.330,6.266,73.596,81.935,6.492,29.186,-23.752,167.457,0.000,7541,0
26-Aug-2016,162.736,162.736,0.000,61.948,6.786,68.734,76.664,12.554,27.282,-22.498,162.736,0.000,7040,0
27-Aug-2016,155.478,155.478,0.000,59.120,5.508,64.628,73.185,15.167,25.718,-23.220,155.478,0.000,6878,0
28-Aug-2016,151.502,151.502,0.000,59.612,4.663,64.275,66.947,17.340,23.634,-20.694,151.502,0.000,6885,0
29-Aug-2016,168.689,168.689,0.000,60.105,5.344,65.449,74.521,18.396,29.591,-19.268,168.689,0.000,7399,0
30-Aug-2016,154.320,154.320,0.000,59.653,6.353,66.006,84.353,16.487,9.024,-21.550,154.320,0.000,7014,0
31-Aug-2016,149.632,149.632,0.000,65.417,4.614,70.031,63.086,17.931,18.047,-19.463,149.632,0.000,6873,0
02-Sep-2016,151.856,151.856,0.000,65.800,3.553,69.353,56.518,17.965,27.369,-19.349,151.856,0.000,6865,0
03-Sep-2016,152.132,152.132,0.000,63.573,4.322,67.895,60.245,18.536,26.645,-21.189,152.132,0.000,6739,0
04-Sep-2016,153.245,153.245,0.000,65.224,4.305,69.529,61.036,17.873,24.907,-20.100,153.245,0.000,6685,0
05-Sep-2016,151.527,151.527,0.000,64.616,5.094,69.710,58.528,18.249,25.850,-20.810,151.527,0.000,6609,0
06-Sep-2016,158.545,158.545,0.000,68.323,7.158,75.481,71.192,16.235,18.932,-23.295,158.545,0.000,7019,0
07-Sep-2016,159.692,159.692,0.000,68.437,6.058,74.495,74.027,16.979,16.469,-22.278,159.692,0.000,7050,0
08-Sep-2016,169.271,169.271,0.000,70.025,6.394,76.419,71.794,19.867,20.218,-19.027,169.271,0.000,7714,0
09-Sep-2016,171.676,171.676,0.000,74.950,7.953,82.903,69.850,20.063,19.567,-20.707,171.676,0.000,7439,0
10-Sep-2016,162.371,162.371,0.000,68.105,3.592,71.697,62.259,19.624,26.355,-17.564,162.371,0.000,7271,0
11-Sep-2016,150.219,150.219,0.000,62.421,3.984,66.405,56.040,18.143,23.497,-13.866,150.219,0.000,6690,0
12-Sep-2016,148.334,148.334,0.000,65.814,4.224,70.038,57.348,18.206,18.131,-15.389,148.334,0.000,6651,0
13-Sep-2016,144.144,144.144,0.000,63.893,2.998,66.891,53.598,18.115,18.855,-13.315,144.144,0.000,6578,0
14-Sep-2016,140.982,140.982,0.000,66.437,2.843,69.280,41.133,17.927,28.372,-15.730,140.982,0.000,6105,0
16-Sep-2016,140.609,140.609,0.000,57.444,3.629,61.073,67.521,11.199,18.158,-17.342,140.609,0.000,6240,0
17-Sep-2016,143.058,143.058,0.000,53.269,4.106,57.375,58.602,23.151,23.497,-19.567,143.058,0.000,6445,0
18-Sep-2016,146.619,146.619,0.000,50.667,4.015,54.682,55.334,22.371,33.430,-19.198,146.619,0.000,6452,0
19-Sep-2016,153.558,153.558,0.000,51.878,6.360,58.238,60.140,24.303,32.609,-21.732,153.558,0.000,7053,0
20-Sep-2016,151.933,151.933,0.000,56.735,4.913,61.648,62.128,23.549,27.447,-22.839,151.933,0.000,6816,0
21-Sep-2016,138.029,138.029,0.000,51.975,3.847,55.822,53.929,22.942,25.684,-20.348,138.029,0.000,6110,0
22-Sep-2016,131.210,131.210,0.000,50.704,4.049,54.753,53.543,18.233,22.009,-17.328,131.210,0.000,6115,0
23-Sep-2016,133.292,133.292,0.000,49.216,3.894,53.110,45.590,14.243,35.398,-15.049,133.292,0.000,6023,0
24-Sep-2016,134.701,134.701,0.000,47.527,4.097,51.624,57.968,14.111,25.836,-14.838,134.701,0.000,6122,0
25-Sep-2016,135.018,135.018,0.000,35.743,21.458,57.201,49.618,14.180,25.354,-11.335,135.018,0.000,6110,0
26-Sep-2016,137.748,137.748,0.000,34.478,23.872,58.350,57.800,14.475,22.620,-15.497,137.748,0.000,6456,0
